loan_id,age,annual_income,home_ownership,employment_length,loan_purpose,loan_grade,loan_amount,interest_rate,default_flag,loan_to_income_ratio,previous_default_flag,credit_history_length,default_status,previous_default_status,age_group,income_segment,loan_amount_segment,interest_rate_segment,loan_to_income_segment,credit_history_segment,employment_length_segment,grade_risk_score,interest_risk_score,dti_risk_score,previous_default_risk_score,income_risk_score,risk_score,risk_level
1406,22,48000,Rent,0.0,Education,A,1000,7.29,0,0.02,N,2,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,0-1 Years,5,5,5,0,0,15,Low Risk
1407,21,42000,Rent,5.0,Personal,D,1000,15.58,1,0.02,Y,4,Default,Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,4-5 Years,35,10,5,15,0,65,High Risk
1408,25,49000,Rent,3.0,Education,A,1000,7.66,0,0.02,N,3,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,2-3 Years,5,5,5,0,0,15,Low Risk
1409,21,50000,Rent,5.0,Education,C,1000,13.49,0,0.02,N,3,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,4-5 Years,20,10,5,0,0,35,Medium Risk
1410,26,26400,Mortgage,10.0,Personal,C,8500,13.23,0,0.32,Y,3,Non-Default,Previous Default,26-35,Low Income,Small Loan,Medium Rate,High DTI,Very Short History,6-10 Years,20,10,20,15,10,75,High Risk
1411,22,26400,Mortgage,2.0,Debtconsolidation,B,4400,11.49,0,0.17,N,4,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Low DTI,Short History,2-3 Years,10,5,5,0,10,30,Medium Risk
1412,26,50400,Rent,1.0,Personal,A,1000,5.42,0,0.02,N,3,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,0-1 Years,5,5,5,0,0,15,Low Risk
1413,23,51000,Rent,0.0,Debtconsolidation,A,1000,7.14,0,0.02,N,2,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,0-1 Years,5,5,5,0,0,15,Low Risk
1414,26,54000,Rent,10.0,Personal,B,1000,11.71,0,0.02,N,3,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
1415,22,56000,Rent,6.0,Education,B,1000,11.49,0,0.02,N,2,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
1416,22,58000,Rent,6.0,Education,B,1000,11.26,0,0.02,N,3,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
1417,26,64000,Rent,4.0,Debtconsolidation,B,1000,10.75,0,0.02,N,3,Non-Default,No Previous Default,26-35,Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,4-5 Years,10,5,5,0,0,20,Low Risk
1418,21,26400,Own,2.0,Venture,A,4000,7.51,0,0.15,N,4,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Very Low Rate,Low DTI,Short History,2-3 Years,5,5,5,0,10,25,Low Risk
1419,23,69000,Rent,0.0,Medical,A,1000,7.29,0,0.01,N,3,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,0-1 Years,5,5,5,0,0,15,Low Risk
1420,24,70399,Rent,0.0,Debtconsolidation,A,1000,8.59,0,0.01,N,2,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,0-1 Years,5,5,5,0,0,15,Low Risk
1421,22,72000,Rent,3.0,Education,A,1000,7.88,0,0.01,N,3,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,2-3 Years,5,5,5,0,0,15,Low Risk
1422,25,26453,Mortgage,6.0,Medical,B,7200,11.71,1,0.27,N,4,Default,No Previous Default,18-25,Low Income,Small Loan,Low Rate,Medium DTI,Short History,6-10 Years,10,5,10,0,10,35,Medium Risk
1423,23,75000,Rent,0.0,Personal,C,1000,13.23,0,0.01,Y,3,Non-Default,Previous Default,18-25,Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,0-1 Years,20,10,5,15,0,50,Medium Risk
1424,24,87000,Rent,0.0,Personal,C,1000,13.99,0,0.01,N,4,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,0-1 Years,20,10,5,0,0,35,Medium Risk
1425,21,26500,Mortgage,3.0,Medical,D,6000,14.46,1,0.23,Y,4,Default,Previous Default,18-25,Low Income,Small Loan,Medium Rate,Medium DTI,Short History,2-3 Years,35,10,10,15,10,80,Very High Risk
1426,26,96000,Rent,0.0,Homeimprovement,B,1000,10.36,0,0.01,N,3,Non-Default,No Previous Default,26-35,Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,0-1 Years,10,5,5,0,0,20,Low Risk
1427,23,38000,Rent,0.0,Debtconsolidation,A,1075,7.49,0,0.03,N,3,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,0-1 Years,5,5,5,0,0,15,Low Risk
1428,23,26500,Own,6.0,Venture,A,6000,8.0,0,0.23,N,3,Non-Default,No Previous Default,18-25,Low Income,Small Loan,Very Low Rate,Medium DTI,Very Short History,6-10 Years,5,5,10,0,10,30,Medium Risk
1429,23,14400,Rent,0.0,Education,B,1100,11.99,0,0.08,N,4,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Very Low DTI,Short History,0-1 Years,10,5,5,0,10,30,Medium Risk
1430,25,35000,Rent,4.0,Debtconsolidation,A,1100,6.76,0,0.03,N,2,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,4-5 Years,5,5,5,0,0,15,Low Risk
1431,23,77000,Rent,3.0,Venture,B,1150,10.95,0,0.01,N,2,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,2-3 Years,10,5,5,0,0,20,Low Risk
1432,24,9960,Rent,4.0,Venture,A,1200,7.29,0,0.12,N,4,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Very Low Rate,Low DTI,Short History,4-5 Years,5,5,5,0,10,25,Low Risk
1433,24,26650,Mortgage,6.0,Medical,B,1000,12.53,0,0.04,N,2,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,6-10 Years,10,10,5,0,10,35,Medium Risk
1434,23,11000,Rent,4.0,Education,A,1200,6.91,0,0.11,N,3,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Very Low Rate,Low DTI,Very Short History,4-5 Years,5,5,5,0,10,25,Low Risk
1435,21,26784,Mortgage,4.0,Education,A,2000,6.99,1,0.07,N,3,Default,No Previous Default,18-25,Low Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,4-5 Years,5,5,5,0,10,25,Low Risk
1436,24,13000,Rent,1.0,Medical,B,1200,11.89,0,0.09,N,2,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,0-1 Years,10,5,5,0,10,30,Medium Risk
1437,22,14400,Rent,0.0,Personal,B,1200,10.37,0,0.08,N,2,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,0-1 Years,10,5,5,0,10,30,Medium Risk
1438,22,26796,Mortgage,6.0,Venture,A,3000,8.32,0,0.11,N,3,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Low DTI,Very Short History,6-10 Years,5,5,5,0,10,25,Low Risk
1439,24,14400,Rent,0.0,Medical,A,1200,7.29,0,0.08,N,4,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Very Low Rate,Very Low DTI,Short History,0-1 Years,5,5,5,0,10,25,Low Risk
1440,21,14400,Rent,2.0,Debtconsolidation,A,1200,7.14,0,0.08,N,3,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,2-3 Years,5,5,5,0,10,25,Low Risk
1441,23,15600,Rent,0.0,Venture,D,1200,14.91,1,0.08,N,4,Default,No Previous Default,18-25,Low Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,0-1 Years,35,10,5,0,10,60,High Risk
1442,22,26886,Own,6.0,Education,C,7500,13.48,0,0.28,Y,4,Non-Default,Previous Default,18-25,Low Income,Small Loan,Medium Rate,Medium DTI,Short History,6-10 Years,20,10,10,15,10,65,High Risk
1443,21,16200,Rent,3.0,Education,A,1200,7.49,0,0.07,N,3,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,2-3 Years,5,5,5,0,10,25,Low Risk
1444,25,16800,Rent,4.0,Medical,B,1200,10.38,0,0.07,N,2,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,4-5 Years,10,5,5,0,10,30,Medium Risk
1445,24,18000,Rent,0.0,Education,B,1200,11.89,0,0.07,N,4,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Very Low DTI,Short History,0-1 Years,10,5,5,0,10,30,Medium Risk
1446,21,27000,Mortgage,3.0,Medical,C,9600,13.49,0,0.36,Y,2,Non-Default,Previous Default,18-25,Low Income,Small Loan,Medium Rate,High DTI,Very Short History,2-3 Years,20,10,20,15,10,75,High Risk
1447,23,20400,Rent,4.0,Education,D,1200,18.25,1,0.06,N,4,Default,No Previous Default,18-25,Low Income,Very Small Loan,High Rate,Very Low DTI,Short History,4-5 Years,35,15,5,0,10,65,High Risk
1448,23,27000,Own,4.0,Education,B,5000,10.65,0,0.19,N,4,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Low DTI,Short History,4-5 Years,10,5,5,0,10,30,Medium Risk
1449,23,27000,Own,4.0,Venture,A,6400,7.9,0,0.24,N,2,Non-Default,No Previous Default,18-25,Low Income,Small Loan,Very Low Rate,Medium DTI,Very Short History,4-5 Years,5,5,10,0,10,30,Medium Risk
1450,23,20400,Rent,2.0,Medical,A,1200,7.9,0,0.06,N,2,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,2-3 Years,5,5,5,0,10,25,Low Risk
1451,22,21600,Rent,0.0,Medical,A,1200,5.99,0,0.06,N,2,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,0-1 Years,5,5,5,0,10,25,Low Risk
1452,22,27000,Own,1.0,Medical,B,4800,11.99,0,0.18,N,2,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Low DTI,Very Short History,0-1 Years,10,5,5,0,10,30,Medium Risk
1453,23,27000,Mortgage,0.0,Homeimprovement,D,1000,15.99,1,0.04,Y,3,Default,Previous Default,18-25,Low Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,0-1 Years,35,10,5,15,10,75,High Risk
1454,23,26400,Rent,3.0,Debtconsolidation,C,1200,14.35,1,0.05,Y,4,Default,Previous Default,18-25,Low Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,2-3 Years,20,10,5,15,10,60,High Risk
1455,22,27600,Rent,5.0,Venture,C,1200,13.06,0,0.04,N,2,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,4-5 Years,20,10,5,0,10,45,Medium Risk
1456,22,28000,Rent,0.0,Medical,B,1200,12.69,0,0.04,N,3,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,0-1 Years,10,10,5,0,10,35,Medium Risk
1457,22,27000,Own,3.0,Venture,B,10800,10.74,0,0.4,N,3,Non-Default,No Previous Default,18-25,Low Income,Medium Loan,Low Rate,High DTI,Very Short History,2-3 Years,10,5,20,0,10,45,Medium Risk
1458,21,30000,Rent,2.0,Education,B,1200,9.62,0,0.04,N,3,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,2-3 Years,10,5,5,0,0,20,Low Risk
1459,26,27000,Mortgage,4.0,Debtconsolidation,A,3000,5.79,0,0.11,N,3,Non-Default,No Previous Default,26-35,Low Income,Very Small Loan,Very Low Rate,Low DTI,Very Short History,4-5 Years,5,5,5,0,10,25,Low Risk
1460,22,27000,Own,0.0,Medical,B,7750,10.37,0,0.29,N,3,Non-Default,No Previous Default,18-25,Low Income,Small Loan,Low Rate,Medium DTI,Very Short History,0-1 Years,10,5,10,0,10,35,Medium Risk
1461,26,30000,Rent,2.0,Venture,B,1200,10.14,0,0.04,N,4,Non-Default,No Previous Default,26-35,Low Income,Very Small Loan,Low Rate,Very Low DTI,Short History,2-3 Years,10,5,5,0,0,20,Low Risk
1462,22,31200,Rent,2.0,Personal,B,1200,12.21,0,0.04,N,4,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,2-3 Years,10,10,5,0,0,25,Low Risk
1463,23,31500,Rent,7.0,Education,B,1200,8.88,0,0.04,N,2,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
1464,24,32400,Rent,0.0,Medical,C,1200,13.11,0,0.04,Y,2,Non-Default,Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,0-1 Years,20,10,5,15,0,50,Medium Risk
1465,23,27000,Mortgage,4.0,Education,B,4000,9.62,0,0.15,N,2,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Low DTI,Very Short History,4-5 Years,10,5,5,0,10,30,Medium Risk
1466,22,27000,Own,3.0,Medical,A,6000,6.54,0,0.22,N,4,Non-Default,No Previous Default,18-25,Low Income,Small Loan,Very Low Rate,Medium DTI,Short History,2-3 Years,5,5,10,0,10,30,Medium Risk
1467,23,33000,Rent,3.0,Education,A,1200,8.32,0,0.04,N,2,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,2-3 Years,5,5,5,0,0,15,Low Risk
1468,21,34000,Rent,5.0,Homeimprovement,B,1200,12.69,1,0.04,N,4,Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,4-5 Years,10,10,5,0,0,25,Low Risk
1469,26,34000,Rent,0.0,Venture,B,1200,9.91,0,0.04,N,3,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,0-1 Years,10,5,5,0,0,20,Low Risk
1470,22,34560,Rent,2.0,Medical,E,1200,19.29,1,0.03,N,4,Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,High Rate,Very Low DTI,Short History,2-3 Years,50,15,5,0,0,70,High Risk
1471,22,29004,Rent,0.0,Homeimprovement,D,1200,15.7,1,0.04,Y,4,Default,Previous Default,18-25,Low Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,0-1 Years,35,10,5,15,10,75,High Risk
1472,26,27000,Mortgage,2.0,Personal,D,3025,15.95,0,0.11,N,2,Non-Default,No Previous Default,26-35,Low Income,Very Small Loan,Medium Rate,Low DTI,Very Short History,2-3 Years,35,10,5,0,10,60,High Risk
1473,23,36000,Rent,7.0,Debtconsolidation,C,1200,13.99,0,0.03,Y,4,Non-Default,Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,6-10 Years,20,10,5,15,0,50,Medium Risk
1474,24,36000,Rent,5.0,Education,B,1200,11.49,0,0.03,N,2,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,4-5 Years,10,5,5,0,0,20,Low Risk
1475,23,36000,Rent,0.0,Medical,B,1200,10.37,0,0.03,N,3,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,0-1 Years,10,5,5,0,0,20,Low Risk
1476,21,40000,Rent,5.0,Venture,D,1200,15.58,0,0.03,N,4,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,4-5 Years,35,10,5,0,0,50,Medium Risk
1477,22,34000,Rent,0.0,Homeimprovement,D,1200,14.61,1,0.04,Y,4,Default,Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,0-1 Years,35,10,5,15,0,65,High Risk
1478,25,40000,Rent,5.0,Personal,A,1200,8.0,0,0.03,N,4,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Short History,4-5 Years,5,5,5,0,0,15,Low Risk
1479,25,43000,Rent,9.0,Medical,A,1200,8.49,0,0.03,N,2,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
1480,25,43200,Rent,4.0,Venture,B,1200,9.91,0,0.03,N,4,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Short History,4-5 Years,10,5,5,0,0,20,Low Risk
1481,24,27000,Mortgage,7.0,Education,B,10000,10.99,0,0.37,N,2,Non-Default,No Previous Default,18-25,Low Income,Small Loan,Low Rate,High DTI,Very Short History,6-10 Years,10,5,20,0,10,45,Medium Risk
1482,24,27000,Own,9.0,Medical,A,9475,8.94,0,0.35,N,3,Non-Default,No Previous Default,18-25,Low Income,Small Loan,Low Rate,High DTI,Very Short History,6-10 Years,5,5,20,0,10,40,Medium Risk
1483,22,44664,Rent,5.0,Medical,C,1200,12.68,0,0.03,Y,3,Non-Default,Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,4-5 Years,20,10,5,15,0,50,Medium Risk
1484,23,39000,Rent,2.0,Debtconsolidation,D,1200,15.95,1,0.03,N,2,Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,2-3 Years,35,10,5,0,0,50,Medium Risk
1485,25,48000,Rent,4.0,Education,C,1200,12.68,0,0.03,N,4,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,4-5 Years,20,10,5,0,0,35,Medium Risk
1486,22,27000,Mortgage,1.0,Education,B,12000,10.99,1,0.44,N,3,Default,No Previous Default,18-25,Low Income,Medium Loan,Low Rate,High DTI,Very Short History,0-1 Years,10,5,20,0,10,45,Medium Risk
1487,22,27000,Mortgage,2.0,Debtconsolidation,B,5000,12.18,0,0.19,N,4,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Medium Rate,Low DTI,Short History,2-3 Years,10,10,5,0,10,35,Medium Risk
1488,25,55000,Rent,3.0,Debtconsolidation,B,1200,11.58,0,0.02,N,4,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Short History,2-3 Years,10,5,5,0,0,20,Low Risk
1489,23,58000,Rent,4.0,Education,C,1200,15.23,0,0.02,N,4,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,4-5 Years,20,10,5,0,0,35,Medium Risk
1490,23,58700,Rent,8.0,Personal,B,1200,11.71,0,0.02,N,4,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Short History,6-10 Years,10,5,5,0,0,20,Low Risk
1491,24,27000,Mortgage,1.0,Debtconsolidation,B,7500,10.39,0,0.28,N,2,Non-Default,No Previous Default,18-25,Low Income,Small Loan,Low Rate,Medium DTI,Very Short History,0-1 Years,10,5,10,0,10,35,Medium Risk
1492,25,60000,Rent,0.0,Medical,A,1200,7.66,0,0.02,N,3,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,0-1 Years,5,5,5,0,0,15,Low Risk
1493,23,60000,Rent,7.0,Debtconsolidation,B,1200,10.99,0,0.02,N,3,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,10,5,5,0,0,20,Low Risk
1494,22,100000,Rent,3.0,Medical,A,1200,8.59,0,0.01,N,2,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,2-3 Years,5,5,5,0,0,15,Low Risk
1495,24,9600,Rent,3.0,Education,C,1300,12.73,1,0.14,N,2,Default,No Previous Default,18-25,Low Income,Very Small Loan,Medium Rate,Low DTI,Very Short History,2-3 Years,20,10,5,0,10,45,Medium Risk
1496,26,41000,Rent,1.0,Medical,A,1300,7.9,0,0.03,N,4,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Short History,0-1 Years,5,5,5,0,0,15,Low Risk
1497,24,45000,Rent,5.0,Medical,C,1300,13.61,0,0.03,Y,4,Non-Default,Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,4-5 Years,20,10,5,15,0,50,Medium Risk
1498,26,50000,Rent,10.0,Venture,A,1300,6.99,0,0.03,N,3,Non-Default,No Previous Default,26-35,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,6-10 Years,5,5,5,0,0,15,Low Risk
1499,22,54000,Rent,4.0,Debtconsolidation,C,1300,14.27,1,0.02,Y,2,Default,Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,4-5 Years,20,10,5,15,0,50,Medium Risk
1500,25,27048,Other,9.0,Medical,D,8000,15.05,1,0.3,Y,2,Default,Previous Default,18-25,Low Income,Small Loan,Medium Rate,Medium DTI,Very Short History,6-10 Years,35,10,20,15,10,90,Very High Risk
1501,24,64000,Rent,8.0,Homeimprovement,C,1300,13.49,1,0.02,N,3,Default,No Previous Default,18-25,Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,6-10 Years,20,10,5,0,0,35,Medium Risk
1502,25,89000,Rent,4.0,Venture,B,1300,10.59,0,0.01,N,4,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Low Rate,Very Low DTI,Short History,4-5 Years,10,5,5,0,0,20,Low Risk
1503,25,24000,Rent,0.0,Education,C,1325,13.49,1,0.06,Y,2,Default,Previous Default,18-25,Low Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,0-1 Years,20,10,5,15,10,60,High Risk
1504,24,26000,Rent,2.0,Medical,C,1325,12.87,1,0.05,N,4,Default,No Previous Default,18-25,Low Income,Very Small Loan,Medium Rate,Very Low DTI,Short History,2-3 Years,20,10,5,0,10,45,Medium Risk
1505,24,44400,Rent,0.0,Personal,B,1325,10.0,1,0.03,N,4,Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Low Rate,Very Low DTI,Short History,0-1 Years,10,5,5,0,0,20,Low Risk
1506,26,27138,Mortgage,10.0,Debtconsolidation,B,2750,9.63,0,0.1,N,2,Non-Default,No Previous Default,26-35,Low Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,6-10 Years,10,5,5,0,10,30,Medium Risk
1507,25,51500,Rent,5.0,Venture,C,1325,14.79,0,0.03,N,3,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,4-5 Years,20,10,5,0,0,35,Medium Risk
1508,21,23004,Rent,5.0,Venture,B,1350,9.99,0,0.06,N,2,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Very Low DTI,Very Short History,4-5 Years,10,5,5,0,10,30,Medium Risk
1509,25,42000,Rent,0.0,Debtconsolidation,A,1350,5.42,0,0.03,N,2,Non-Default,No Previous Default,18-25,Lower-Mid Income,Very Small Loan,Very Low Rate,Very Low DTI,Very Short History,0-1 Years,5,5,5,0,0,15,Low Risk
1510,22,69600,Rent,6.0,Debtconsolidation,C,1350,12.68,0,0.02,N,3,Non-Default,No Previous Default,18-25,Mid Income,Very Small Loan,Medium Rate,Very Low DTI,Very Short History,6-10 Years,20,10,5,0,0,35,Medium Risk
1511,24,10000,Rent,0.0,Venture,B,1400,10.83,0,0.14,N,4,Non-Default,No Previous Default,18-25,Low Income,Very Small Loan,Low Rate,Low DTI,Short History,0-1 Years,10,5,5,0,10,30,Medium Risk
