loan_id,age,annual_income,home_ownership,employment_length,loan_purpose,loan_grade,loan_amount,interest_rate,default_flag,loan_to_income_ratio,previous_default_flag,credit_history_length,default_status,previous_default_status
3266,26,36000,Mortgage,10.0,Venture,A,9000,5.42,0,0.25,N,4,Non-Default,No Previous Default
3267,23,30000,Mortgage,7.0,Homeimprovement,A,2200,7.49,1,0.07,N,3,Default,No Previous Default
3268,22,36000,Mortgage,0.0,Personal,A,2000,7.49,0,0.06,N,4,Non-Default,No Previous Default
3269,21,15000,Rent,0.0,Personal,D,3600,15.95,1,0.24,N,2,Default,No Previous Default
3270,23,36000,Mortgage,2.0,Venture,B,12000,10.74,0,0.33,N,4,Non-Default,No Previous Default
3271,22,18000,Rent,0.0,Medical,B,3600,10.99,1,0.2,N,3,Default,No Previous Default
3272,22,18000,Rent,0.0,Homeimprovement,A,3600,6.91,1,0.2,N,3,Default,No Previous Default
3273,22,18700,Rent,3.0,Education,A,3600,8.9,1,0.19,N,4,Default,No Previous Default
3274,24,20000,Rent,3.0,Medical,B,3600,11.71,0,0.18,N,4,Non-Default,No Previous Default
3275,25,21600,Rent,3.0,Personal,B,3600,10.99,0,0.17,N,4,Non-Default,No Previous Default
3276,24,24000,Rent,1.0,Debtconsolidation,A,3600,6.62,1,0.15,N,4,Default,No Previous Default
3277,23,36000,Mortgage,7.0,Venture,C,4800,13.06,0,0.13,Y,2,Non-Default,Previous Default
3278,21,24000,Rent,4.0,Education,B,3600,11.99,0,0.15,N,3,Non-Default,No Previous Default
3279,26,24000,Rent,0.0,Medical,D,3600,14.96,1,0.15,N,4,Default,No Previous Default
3280,23,24216,Rent,1.0,Education,D,3600,16.49,1,0.15,N,3,Default,No Previous Default
3281,21,24996,Rent,1.0,Medical,D,3600,14.09,1,0.14,N,3,Default,No Previous Default
3282,21,26400,Rent,0.0,Debtconsolidation,C,3600,14.27,0,0.14,Y,3,Non-Default,Previous Default
3283,26,30000,Rent,3.0,Medical,D,3600,15.99,1,0.12,N,4,Default,No Previous Default
3284,23,30000,Rent,3.0,Personal,A,3600,5.99,0,0.12,N,2,Non-Default,No Previous Default
3285,24,30000,Rent,0.0,Personal,A,3600,7.49,0,0.12,N,4,Non-Default,No Previous Default
3286,22,30000,Rent,2.0,Debtconsolidation,B,3600,10.99,0,0.12,N,3,Non-Default,No Previous Default
3287,24,30000,Rent,1.0,Venture,A,3600,8.49,0,0.12,N,3,Non-Default,No Previous Default
3288,22,36000,Mortgage,2.0,Venture,B,7750,9.99,0,0.22,N,4,Non-Default,No Previous Default
3289,23,36000,Mortgage,7.0,Debtconsolidation,C,15800,13.72,0,0.44,Y,4,Non-Default,Previous Default
3290,23,30000,Rent,4.0,Personal,C,3600,14.17,0,0.12,N,3,Non-Default,No Previous Default
3291,23,30000,Rent,0.0,Venture,A,3600,6.17,0,0.12,N,2,Non-Default,No Previous Default
3292,22,36000,Mortgage,2.0,Debtconsolidation,A,1800,6.17,0,0.05,N,4,Non-Default,No Previous Default
3293,24,36000,Mortgage,8.0,Personal,A,4800,6.91,0,0.13,N,3,Non-Default,No Previous Default
3294,22,30000,Rent,0.0,Venture,B,3600,12.21,0,0.12,N,3,Non-Default,No Previous Default
3295,23,30000,Rent,7.0,Education,B,3600,9.7,0,0.12,N,3,Non-Default,No Previous Default
3296,22,36000,Mortgage,6.0,Debtconsolidation,A,10000,5.42,0,0.28,N,3,Non-Default,No Previous Default
3297,22,31000,Rent,4.0,Venture,B,3600,12.69,0,0.12,N,3,Non-Default,No Previous Default
3298,23,36000,Own,1.0,Venture,A,1800,6.54,0,0.05,N,4,Non-Default,No Previous Default
3299,25,31200,Rent,0.0,Debtconsolidation,A,3600,8.9,0,0.12,N,2,Non-Default,No Previous Default
3300,23,36000,Own,1.0,Medical,C,14600,12.61,0,0.41,Y,2,Non-Default,Previous Default
3301,23,36000,Own,7.0,Education,B,6000,8.88,0,0.17,N,2,Non-Default,No Previous Default
3302,25,31800,Rent,2.0,Personal,A,3600,7.51,0,0.11,N,3,Non-Default,No Previous Default
3303,24,32000,Rent,9.0,Medical,A,3600,7.49,0,0.11,N,3,Non-Default,No Previous Default
3304,23,32000,Rent,6.0,Personal,A,3600,9.63,0,0.11,N,3,Non-Default,No Previous Default
3305,25,33000,Rent,4.0,Medical,B,3600,10.0,1,0.11,N,3,Default,No Previous Default
3306,22,35000,Rent,0.0,Personal,B,3600,11.83,0,0.1,N,3,Non-Default,No Previous Default
3307,22,36000,Mortgage,2.0,Personal,A,12000,7.51,0,0.33,N,4,Non-Default,No Previous Default
3308,25,36000,Rent,2.0,Education,C,3600,15.23,0,0.1,N,4,Non-Default,No Previous Default
3309,22,36000,Rent,2.0,Education,C,3600,12.99,0,0.1,N,2,Non-Default,No Previous Default
3310,25,36000,Mortgage,5.0,Personal,A,6000,7.88,0,0.17,N,4,Non-Default,No Previous Default
3311,22,36000,Rent,3.0,Personal,A,3600,5.99,0,0.1,N,2,Non-Default,No Previous Default
3312,24,36000,Rent,1.0,Debtconsolidation,A,3600,7.29,0,0.1,N,2,Non-Default,No Previous Default
3313,26,36000,Mortgage,2.0,Personal,B,10000,10.75,0,0.28,N,2,Non-Default,No Previous Default
3314,23,30000,Mortgage,4.0,Medical,D,4000,16.32,1,0.13,Y,4,Default,Previous Default
3315,22,37008,Rent,2.0,Education,B,3600,12.42,0,0.1,N,4,Non-Default,No Previous Default
3316,23,36000,Own,4.0,Venture,A,18000,7.88,0,0.5,N,2,Non-Default,No Previous Default
3317,22,38400,Rent,6.0,Debtconsolidation,B,3600,12.69,0,0.09,N,3,Non-Default,No Previous Default
3318,23,38400,Rent,7.0,Debtconsolidation,C,3600,13.61,0,0.09,N,3,Non-Default,No Previous Default
3319,24,36000,Mortgage,8.0,Venture,A,3250,6.39,0,0.09,N,2,Non-Default,No Previous Default
3320,24,36000,Mortgage,3.0,Medical,C,8000,13.61,0,0.22,N,2,Non-Default,No Previous Default
3321,22,36000,Own,6.0,Education,D,12000,15.21,0,0.33,Y,3,Non-Default,Previous Default
3322,22,36000,Mortgage,6.0,Personal,D,1400,14.84,0,0.04,Y,4,Non-Default,Previous Default
3323,26,36000,Mortgage,6.0,Personal,A,4000,6.76,0,0.11,N,3,Non-Default,No Previous Default
3324,25,33772,Rent,3.0,Homeimprovement,D,3600,16.02,1,0.11,Y,2,Default,Previous Default
3325,23,40000,Rent,3.0,Debtconsolidation,C,3600,15.96,0,0.09,Y,4,Non-Default,Previous Default
3326,22,36000,Mortgage,0.0,Medical,A,4500,7.51,0,0.13,N,2,Non-Default,No Previous Default
3327,24,40000,Rent,1.0,Medical,C,3600,13.49,0,0.09,N,3,Non-Default,No Previous Default
3328,25,36000,Mortgage,5.0,Venture,E,4800,17.93,0,0.13,N,3,Non-Default,No Previous Default
3329,21,40000,Rent,5.0,Medical,A,3600,5.42,0,0.09,N,4,Non-Default,No Previous Default
3330,26,36000,Mortgage,3.0,Homeimprovement,A,5400,7.51,0,0.15,N,4,Non-Default,No Previous Default
3331,25,36000,Mortgage,0.0,Debtconsolidation,A,9000,7.14,0,0.25,N,4,Non-Default,No Previous Default
3332,23,36000,Mortgage,3.0,Venture,B,4800,10.38,0,0.13,N,4,Non-Default,No Previous Default
3333,24,40000,Rent,0.0,Education,B,3600,10.59,0,0.09,N,2,Non-Default,No Previous Default
3334,23,36000,Own,3.0,Education,A,8500,7.51,0,0.24,N,3,Non-Default,No Previous Default
3335,22,40000,Rent,0.0,Personal,A,3600,6.17,0,0.09,N,2,Non-Default,No Previous Default
3336,24,40000,Rent,2.0,Debtconsolidation,B,3600,11.12,0,0.09,N,3,Non-Default,No Previous Default
3337,22,36000,Mortgage,6.0,Venture,A,7500,7.14,0,0.21,N,3,Non-Default,No Previous Default
3338,25,36000,Mortgage,3.0,Venture,B,5000,10.99,0,0.14,N,4,Non-Default,No Previous Default
3339,22,36000,Mortgage,1.0,Education,A,6000,7.51,0,0.17,N,4,Non-Default,No Previous Default
3340,22,42000,Rent,0.0,Venture,C,3600,14.72,0,0.09,Y,4,Non-Default,Previous Default
3341,23,36000,Own,2.0,Venture,B,15000,11.36,0,0.42,N,4,Non-Default,No Previous Default
3342,23,37000,Rent,7.0,Education,A,11000,6.62,0,0.3,N,3,Non-Default,No Previous Default
3343,23,37440,Rent,0.0,Venture,B,11000,10.99,0,0.29,N,2,Non-Default,No Previous Default
3344,24,37950,Rent,8.0,Education,B,11000,11.86,0,0.29,N,2,Non-Default,No Previous Default
3345,24,36000,Mortgage,4.0,Venture,D,2000,14.96,0,0.06,N,2,Non-Default,No Previous Default
3346,26,36000,Own,4.0,Personal,B,15000,10.25,0,0.42,N,2,Non-Default,No Previous Default
3347,22,39500,Rent,3.0,Debtconsolidation,C,11000,12.68,0,0.28,Y,2,Non-Default,Previous Default
3348,23,39500,Rent,7.0,Medical,A,11000,7.49,0,0.28,N,2,Non-Default,No Previous Default
3349,23,39520,Rent,8.0,Personal,A,11000,5.42,0,0.28,N,2,Non-Default,No Previous Default
3350,22,39996,Rent,3.0,Personal,A,11000,5.79,0,0.28,N,2,Non-Default,No Previous Default
3351,22,34000,Rent,2.0,Homeimprovement,D,11000,15.99,1,0.32,N,3,Default,No Previous Default
3352,22,41000,Rent,2.0,Debtconsolidation,B,11000,12.18,0,0.27,N,4,Non-Default,No Previous Default
3353,24,41280,Rent,3.0,Venture,D,11000,15.28,0,0.27,N,3,Non-Default,No Previous Default
3354,26,36000,Mortgage,10.0,Personal,B,10000,9.88,0,0.28,N,3,Non-Default,No Previous Default
3355,25,36000,Mortgage,3.0,Debtconsolidation,C,7000,12.73,0,0.19,Y,2,Non-Default,Previous Default
3356,23,36000,Mortgage,4.0,Education,A,10000,7.14,0,0.28,N,3,Non-Default,No Previous Default
3357,21,41808,Rent,5.0,Education,E,11000,17.19,0,0.26,Y,3,Non-Default,Previous Default
3358,22,42000,Rent,3.0,Personal,B,11000,11.71,0,0.26,N,2,Non-Default,No Previous Default
3359,21,36000,Rent,3.0,Homeimprovement,B,11000,10.37,1,0.31,N,4,Default,No Previous Default
3360,23,36000,Rent,0.0,Venture,C,11000,13.11,1,0.31,Y,3,Default,Previous Default
3361,21,36000,Own,5.0,Education,C,8800,13.85,0,0.24,N,2,Non-Default,No Previous Default
3362,24,30000,Mortgage,4.0,Homeimprovement,C,10000,14.22,1,0.33,Y,3,Default,Previous Default
3363,24,43000,Rent,9.0,Education,A,11000,8.94,0,0.26,N,3,Non-Default,No Previous Default
3364,25,44975,Rent,2.0,Medical,A,11000,6.99,0,0.24,N,4,Non-Default,No Previous Default
3365,26,45000,Rent,3.0,Debtconsolidation,A,11000,6.99,0,0.24,N,2,Non-Default,No Previous Default
3366,25,45000,Rent,2.0,Debtconsolidation,B,11000,9.25,0,0.24,N,2,Non-Default,No Previous Default
3367,23,36000,Own,2.0,Venture,C,5000,12.87,0,0.14,Y,3,Non-Default,Previous Default
3368,25,36000,Mortgage,0.0,Medical,C,5400,14.26,0,0.15,N,3,Non-Default,No Previous Default
3369,22,45000,Rent,6.0,Medical,B,11000,9.88,0,0.24,N,2,Non-Default,No Previous Default
3370,26,45000,Rent,10.0,Personal,D,11000,14.61,0,0.24,N,2,Non-Default,No Previous Default
3371,22,36000,Own,4.0,Education,D,5000,14.61,0,0.14,N,2,Non-Default,No Previous Default
3372,22,45504,Rent,2.0,Debtconsolidation,B,11000,10.99,0,0.24,N,2,Non-Default,No Previous Default
3373,22,46000,Rent,3.0,Education,B,11000,10.59,0,0.24,N,3,Non-Default,No Previous Default
3374,24,36000,Mortgage,3.0,Personal,B,4750,11.83,0,0.13,N,3,Non-Default,No Previous Default
3375,22,46000,Rent,4.0,Personal,A,11000,7.49,0,0.24,N,4,Non-Default,No Previous Default
3376,24,47160,Rent,5.0,Venture,B,11000,11.14,0,0.23,N,4,Non-Default,No Previous Default
3377,25,48000,Rent,8.0,Medical,A,11000,7.51,0,0.23,N,4,Non-Default,No Previous Default
3378,23,30000,Mortgage,4.0,Venture,D,9500,15.31,1,0.32,N,2,Default,No Previous Default
3379,22,48000,Rent,2.0,Education,B,11000,10.75,0,0.23,N,4,Non-Default,No Previous Default
3380,25,48996,Rent,9.0,Education,A,11000,7.88,0,0.22,N,2,Non-Default,No Previous Default
3381,24,49278,Rent,4.0,Venture,C,11000,13.22,0,0.22,N,2,Non-Default,No Previous Default
3382,22,50000,Rent,1.0,Medical,A,11000,7.49,0,0.22,N,2,Non-Default,No Previous Default
3383,22,50000,Rent,6.0,Education,C,11000,13.49,0,0.22,Y,4,Non-Default,Previous Default
3384,23,36000,Mortgage,3.0,Debtconsolidation,C,3000,13.22,0,0.08,N,4,Non-Default,No Previous Default
3385,21,50000,Rent,4.0,Education,B,11000,10.0,0,0.22,N,3,Non-Default,No Previous Default
3386,25,50000,Rent,0.0,Education,B,11000,12.53,0,0.22,N,2,Non-Default,No Previous Default
3387,26,44000,Rent,4.0,Debtconsolidation,D,11000,15.31,1,0.25,N,2,Default,No Previous Default
3388,22,50985,Rent,4.0,Education,C,11000,13.11,0,0.22,N,2,Non-Default,No Previous Default
3389,22,36000,Mortgage,3.0,Medical,B,6000,12.53,0,0.17,N,2,Non-Default,No Previous Default
3390,26,36000,Mortgage,0.0,Debtconsolidation,A,6350,8.94,0,0.18,N,4,Non-Default,No Previous Default
3391,26,46000,Rent,3.0,Medical,D,11000,16.29,1,0.24,Y,3,Default,Previous Default
3392,21,52769,Rent,5.0,Education,B,11000,10.37,0,0.21,N,4,Non-Default,No Previous Default
3393,26,53004,Rent,10.0,Homeimprovement,A,11000,5.79,0,0.21,N,4,Non-Default,No Previous Default
3394,23,30000,Mortgage,7.0,Medical,C,10000,13.79,1,0.33,N,2,Default,No Previous Default
3395,23,54996,Rent,2.0,Medical,C,11000,13.48,0,0.2,N,2,Non-Default,No Previous Default
3396,23,30000,Mortgage,0.0,Homeimprovement,A,1000,9.32,1,0.03,N,4,Default,No Previous Default
3397,23,56000,Rent,3.0,Debtconsolidation,A,11000,7.49,0,0.2,N,4,Non-Default,No Previous Default
3398,21,36000,Mortgage,1.0,Debtconsolidation,A,8000,9.32,0,0.22,N,3,Non-Default,No Previous Default
3399,26,58195,Rent,3.0,Personal,B,11000,9.91,0,0.19,N,2,Non-Default,No Previous Default
3400,22,59000,Rent,2.0,Education,B,11000,10.74,0,0.19,N,2,Non-Default,No Previous Default
3401,24,36000,Mortgage,3.0,Homeimprovement,A,6400,9.38,0,0.18,N,4,Non-Default,No Previous Default
3402,23,60000,Rent,1.0,Education,C,11000,14.22,0,0.18,N,4,Non-Default,No Previous Default
3403,22,36000,Mortgage,2.0,Debtconsolidation,A,10000,8.32,0,0.28,N,3,Non-Default,No Previous Default
3404,24,65000,Rent,5.0,Homeimprovement,A,11000,7.51,0,0.17,N,4,Non-Default,No Previous Default
3405,26,36000,Mortgage,10.0,Personal,B,18000,10.39,0,0.5,N,2,Non-Default,No Previous Default
3406,26,36000,Mortgage,8.0,Homeimprovement,C,6000,12.29,0,0.17,Y,4,Non-Default,Previous Default
3407,24,36000,Mortgage,3.0,Education,B,8000,9.83,0,0.22,N,3,Non-Default,No Previous Default
3408,24,69996,Rent,9.0,Debtconsolidation,B,11000,11.86,0,0.16,N,3,Non-Default,No Previous Default
3409,26,70000,Rent,5.0,Homeimprovement,A,11000,6.62,0,0.16,N,4,Non-Default,No Previous Default
3410,22,71200,Rent,2.0,Venture,B,11000,12.42,0,0.15,N,2,Non-Default,No Previous Default
3411,25,80004,Rent,9.0,Homeimprovement,C,11000,12.53,0,0.14,N,4,Non-Default,No Previous Default
3412,23,81600,Rent,3.0,Personal,B,11000,10.99,0,0.13,N,3,Non-Default,No Previous Default
3413,24,85000,Rent,1.0,Medical,A,11000,6.91,0,0.13,N,2,Non-Default,No Previous Default
3414,21,87000,Rent,5.0,Medical,B,11000,11.58,0,0.13,N,2,Non-Default,No Previous Default
3415,24,90000,Rent,2.0,Education,B,11000,11.14,0,0.12,N,3,Non-Default,No Previous Default
3416,26,36194,Mortgage,10.0,Personal,B,9250,10.08,0,0.26,N,3,Non-Default,No Previous Default
3417,24,100000,Rent,6.0,Debtconsolidation,A,11000,5.42,0,0.11,N,4,Non-Default,No Previous Default
3418,25,30252,Mortgage,9.0,Personal,B,10000,9.76,1,0.33,N,3,Default,No Previous Default
3419,23,116000,Rent,7.0,Venture,A,11000,8.94,0,0.09,N,2,Non-Default,No Previous Default
3420,21,30297,Mortgage,5.0,Homeimprovement,C,7550,13.22,1,0.25,Y,4,Default,Previous Default
3421,25,36300,Mortgage,5.0,Venture,A,9000,6.99,0,0.25,N,2,Non-Default,No Previous Default
3422,25,30300,Mortgage,4.0,Medical,B,5000,10.0,1,0.17,N,2,Default,No Previous Default
3423,25,120000,Rent,9.0,Debtconsolidation,B,11000,12.18,0,0.09,N,4,Non-Default,No Previous Default
3424,26,125000,Rent,1.0,Medical,C,11000,12.98,0,0.09,Y,4,Non-Default,Previous Default
3425,22,36396,Mortgage,6.0,Education,B,5500,11.12,0,0.15,N,3,Non-Default,No Previous Default
3426,24,47230,Rent,8.0,Venture,A,10950,6.91,0,0.23,N,2,Non-Default,No Previous Default
3427,22,30400,Mortgage,2.0,Venture,C,9950,15.27,1,0.33,N,4,Default,No Previous Default
3428,22,60000,Rent,5.0,Personal,D,10900,15.65,0,0.18,N,2,Non-Default,No Previous Default
3429,22,35500,Rent,6.0,Homeimprovement,C,10875,12.84,1,0.31,N,4,Default,No Previous Default
3430,25,36400,Mortgage,4.0,Venture,C,11000,12.29,0,0.3,N,3,Non-Default,No Previous Default
3431,21,33000,Rent,2.0,Education,C,10800,12.23,1,0.33,N,3,Default,No Previous Default
3432,24,34000,Rent,3.0,Personal,D,10800,14.42,1,0.32,Y,4,Default,Previous Default
3433,22,36480,Rent,2.0,Venture,B,10800,8.88,0,0.3,N,4,Non-Default,No Previous Default
3434,26,33996,Rent,2.0,Personal,B,10800,11.12,1,0.32,N,3,Default,No Previous Default
3435,24,36500,Mortgage,3.0,Venture,B,2500,10.37,0,0.07,N,3,Non-Default,No Previous Default
3436,24,40000,Rent,0.0,Debtconsolidation,A,10800,6.92,0,0.27,N,4,Non-Default,No Previous Default
3437,24,43680,Rent,1.0,Venture,A,10800,5.42,0,0.25,N,2,Non-Default,No Previous Default
3438,26,45000,Rent,0.0,Medical,A,10800,6.17,0,0.24,N,3,Non-Default,No Previous Default
3439,24,45996,Rent,2.0,Venture,C,10800,13.16,0,0.23,N,4,Non-Default,No Previous Default
3440,23,30500,Mortgage,6.0,Medical,D,3000,14.96,1,0.1,Y,2,Default,Previous Default
3441,25,36500,Mortgage,7.0,Debtconsolidation,A,3200,9.63,0,0.09,N,3,Non-Default,No Previous Default
3442,24,36500,Mortgage,0.0,Education,C,7000,13.16,0,0.19,Y,4,Non-Default,Previous Default
3443,26,42000,Rent,2.0,Personal,C,10800,13.99,1,0.26,N,2,Default,No Previous Default
3444,26,30576,Mortgage,10.0,Medical,D,3000,14.46,1,0.1,Y,2,Default,Previous Default
3445,26,36588,Mortgage,4.0,Debtconsolidation,B,10000,10.65,0,0.27,N,3,Non-Default,No Previous Default
3446,22,36600,Mortgage,2.0,Debtconsolidation,A,9950,7.29,0,0.27,N,3,Non-Default,No Previous Default
3447,25,50000,Rent,2.0,Venture,B,10800,10.75,0,0.22,N,3,Non-Default,No Previous Default
3448,26,36636,Mortgage,4.0,Medical,A,5000,6.03,0,0.14,N,2,Non-Default,No Previous Default
3449,21,36648,Mortgage,4.0,Debtconsolidation,B,7125,9.91,0,0.19,N,2,Non-Default,No Previous Default
3450,22,44400,Rent,2.0,Personal,E,10800,18.79,1,0.24,N,3,Default,No Previous Default
3451,23,55000,Rent,2.0,Medical,B,10800,8.88,0,0.2,N,2,Non-Default,No Previous Default
3452,25,55000,Rent,2.0,Venture,C,10800,13.57,0,0.2,N,2,Non-Default,No Previous Default
3453,25,30780,Mortgage,4.0,Medical,A,5500,8.49,1,0.18,N,4,Default,No Previous Default
3454,21,36800,Mortgage,5.0,Education,A,12400,7.51,0,0.34,N,4,Non-Default,No Previous Default
3455,21,57000,Rent,0.0,Education,C,10800,13.22,0,0.19,N,3,Non-Default,No Previous Default
3456,21,57000,Rent,6.0,Homeimprovement,D,10800,16.77,1,0.19,N,4,Default,No Previous Default
3457,25,68000,Rent,9.0,Venture,B,10800,10.74,0,0.16,N,2,Non-Default,No Previous Default
3458,24,36852,Mortgage,4.0,Education,B,6000,9.99,0,0.16,N,4,Non-Default,No Previous Default
3459,23,72000,Rent,3.0,Medical,A,10800,7.88,0,0.15,N,2,Non-Default,No Previous Default
3460,26,69000,Rent,11.0,Homeimprovement,A,10800,7.51,1,0.16,N,4,Default,No Previous Default
3461,23,58650,Rent,7.0,Medical,D,10800,16.29,1,0.16,N,3,Default,No Previous Default
3462,22,36933,Mortgage,2.0,Venture,C,10000,12.22,0,0.27,Y,4,Non-Default,Previous Default
3463,22,75000,Rent,0.0,Medical,B,10800,9.62,0,0.14,N,3,Non-Default,No Previous Default
3464,25,62165,Rent,2.0,Medical,D,10800,15.65,1,0.15,Y,4,Default,Previous Default
3465,23,115000,Rent,0.0,Personal,C,10800,14.65,0,0.09,N,4,Non-Default,No Previous Default
3466,23,36996,Own,4.0,Medical,A,10000,7.51,0,0.27,N,3,Non-Default,No Previous Default
3467,22,20796,Rent,1.0,Debtconsolidation,D,10775,15.37,1,0.52,Y,2,Default,Previous Default
3468,23,30000,Rent,6.0,Education,B,10775,10.65,1,0.36,N,4,Default,No Previous Default
3469,24,36996,Mortgage,7.0,Personal,D,7800,15.31,0,0.21,Y,3,Non-Default,Previous Default
3470,24,24000,Rent,0.0,Homeimprovement,D,10750,15.2,1,0.45,Y,2,Default,Previous Default
3471,22,29950,Rent,0.0,Homeimprovement,D,10750,14.11,1,0.36,N,3,Default,No Previous Default
3472,21,30067,Rent,5.0,Venture,C,10750,12.68,1,0.36,N,3,Default,No Previous Default
3473,23,33600,Rent,2.0,Debtconsolidation,C,10750,13.48,1,0.32,Y,3,Default,Previous Default
3474,26,36000,Rent,7.0,Venture,E,10750,16.0,0,0.3,Y,4,Non-Default,Previous Default
3475,23,37000,Own,0.0,Education,A,6000,8.9,0,0.16,N,3,Non-Default,No Previous Default
3476,25,39000,Rent,1.0,Homeimprovement,D,10750,14.59,1,0.28,Y,4,Default,Previous Default
3477,23,32000,Rent,4.0,Personal,A,10700,6.03,1,0.33,N,3,Default,No Previous Default
3478,26,48000,Rent,2.0,Education,A,10700,9.63,0,0.22,N,4,Non-Default,No Previous Default
3479,25,54000,Rent,7.0,Homeimprovement,C,10700,13.48,1,0.2,Y,2,Default,Previous Default
3480,23,37000,Mortgage,3.0,Personal,B,6400,11.71,0,0.17,N,3,Non-Default,No Previous Default
3481,26,68000,Rent,4.0,Education,B,10700,12.42,0,0.16,N,4,Non-Default,No Previous Default
3482,25,37000,Own,0.0,Venture,C,10000,15.96,0,0.27,N,3,Non-Default,No Previous Default
3483,22,37000,Mortgage,7.0,Medical,B,3600,11.71,0,0.1,N,2,Non-Default,No Previous Default
3484,26,16800,Rent,4.0,Personal,B,10625,10.99,1,0.63,N,3,Default,No Previous Default
3485,22,37000,Mortgage,1.0,Venture,C,2000,14.27,0,0.05,Y,2,Non-Default,Previous Default
3486,25,24000,Rent,2.0,Medical,A,10625,6.03,1,0.44,N,2,Default,No Previous Default
3487,26,37000,Mortgage,7.0,Education,B,8400,10.99,0,0.23,N,4,Non-Default,No Previous Default
3488,25,37000,Mortgage,6.0,Homeimprovement,D,7000,15.62,0,0.19,Y,3,Non-Default,Previous Default
3489,23,25000,Rent,0.0,Education,B,10625,11.71,1,0.42,N,3,Default,No Previous Default
3490,22,37000,Mortgage,0.0,Medical,A,15000,8.49,0,0.41,N,2,Non-Default,No Previous Default
3491,26,30000,Rent,0.0,Venture,B,10625,11.71,1,0.35,N,3,Default,No Previous Default
3492,25,30000,Rent,9.0,Debtconsolidation,A,10625,6.99,1,0.35,N,4,Default,No Previous Default
3493,23,30000,Rent,8.0,Education,A,10625,6.92,1,0.35,N,2,Default,No Previous Default
3494,24,37000,Mortgage,3.0,Medical,A,6075,5.99,0,0.16,N,3,Non-Default,No Previous Default
3495,24,62467,Rent,0.0,Homeimprovement,A,10625,8.49,0,0.17,N,2,Non-Default,No Previous Default
3496,22,31200,Rent,0.0,Medical,C,10600,12.99,1,0.34,N,2,Default,No Previous Default
3497,24,33048,Rent,6.0,Education,C,10600,11.97,1,0.32,Y,3,Default,Previous Default
3498,24,42000,Rent,4.0,Personal,C,10600,13.16,0,0.25,Y,4,Non-Default,Previous Default
3499,25,57700,Rent,2.0,Medical,D,10600,14.91,1,0.18,Y,4,Default,Previous Default
3500,24,37000,Mortgage,4.0,Medical,A,4000,7.49,0,0.11,N,4,Non-Default,No Previous Default
